SCIENTIFIC_NAME,BEGAN_DATE,DEC_LAT,DEC_LONG,DETECTED
Reithrodontomys mexicanus,3/19/2012,8.893566667,-82.61575,virus: Orthohantavirus
Reithrodontomys mexicanus,3/19/2012,8.893566667,-82.61575,virus: Orthohantavirus
Reithrodontomys mexicanus,3/19/2012,8.894316667,-82.6151,virus: Orthohantavirus
Reithrodontomys creper,3/19/2012,8.893566667,-82.61575,virus: Orthohantavirus
Reithrodontomys mexicanus,3/19/2012,8.893566667,-82.61575,virus: Orthohantavirus
Peromyscus nudipes,3/19/2012,8.893566667,-82.61575,virus: Orthohantavirus
Reithrodontomys creper,3/20/2012,8.893566667,-82.61575,virus: Orthohantavirus
Reithrodontomys mexicanus,3/20/2012,8.891833333,-82.61276667,virus: Orthohantavirus
Reithrodontomys mexicanus,5/6/2011,8.902545,-82.735114,virus: Orthohantavirus
Oligoryzomys costaricensis,5/30/2011,9.0655661,-79.39422811,virus: Orthohantavirus
Oligoryzomys costaricensis,5/30/2011,9.0655661,-79.39422811,virus: Orthohantavirus
Zygodontomys brevicauda,6/21/2006,8.333333,-80.516667,virus: Orthohantavirus
Zygodontomys brevicauda,3/3/2006,8.333333,-80.516667,virus: Orthohantavirus
Zygodontomys brevicauda,6/22/2006,8.333333,-80.516667,virus: Orthohantavirus
Liomys adspersus,3/19/2008,7.737059,-80.860096,
Reithrodontomys mexicanus,3/13/2018,8.893119972,-82.61489999,virus: Orthohantavirus
Reithrodontomys mexicanus,3/13/2018,8.89338199,-82.61507501,virus: Orthohantavirus
Peromyscus nudipes,3/13/2018,8.894007029,-82.61509504,virus: Orthohantavirus
Reithrodontomys mexicanus,3/14/2018,8.893054007,-82.616512,virus: Orthohantavirus
Reithrodontomys mexicanus,3/14/2018,8.893323988,-82.61614596,virus: Orthohantavirus
Reithrodontomys mexicanus,3/14/2018,8.892896008,-82.61480402,virus: Orthohantavirus
Reithrodontomys mexicanus,3/14/2018,8.89515996,-82.618899,virus: Orthohantavirus
Reithrodontomys mexicanus,3/15/2018,8.893415015,-82.61530501,virus: Orthohantavirus
Reithrodontomys mexicanus,3/15/2018,8.893723972,-82.61438099,virus: Orthohantavirus
Zygodontomys brevicauda,2/28/2012,7.57347,-80.96217,virus: Orthohantavirus
Zygodontomys brevicauda,3/1/2012,7.57347,-80.96217,virus: Orthohantavirus
Oligoryzomys costaricensis,3/2/2012,7.58981,-80.96586,virus: Orthohantavirus
Zygodontomys brevicauda,3/2/2012,7.574,-80.96183,virus: Orthohantavirus
Oligoryzomys costaricensis,1/4/2014,8.746058797,-80.1904309,virus: Orthohantavirus
Oligoryzomys costaricensis,2/21/2001,7.794309,-80.234252,virus: Orthohantavirus
Peromyscus nudipes,7/14/2001,8.770812,-82.568255,virus: Orthohantavirus
Reithrodontomys creper,7/14/2001,8.8,-82.541667,virus: Orthohantavirus
Reithrodontomys mexicanus,7/13/2001,8.8,-82.541667,virus: Orthohantavirus
Reithrodontomys mexicanus,7/14/2001,8.770812,-82.568255,virus: Orthohantavirus
Reithrodontomys sumichrasti,7/13/2001,8.770812,-82.568255,virus: Orthohantavirus
Reithrodontomys sumichrasti,7/14/2001,8.770812,-82.568255,virus: Orthohantavirus
Zygodontomys brevicauda,1/18/2001,7.656419,-80.119369,virus: Orthohantavirus
Oligoryzomys costaricensis,6/18/2002,8.082761,-80.51484,virus: Orthohantavirus
Peromyscus nudipes,11/27/2002,8.770812,-82.568255,virus: Orthohantavirus
Peromyscus nudipes,11/27/2002,8.770812,-82.568255,virus: Orthohantavirus
Peromyscus nudipes,11/28/2002,8.770812,-82.568255,virus: Orthohantavirus
Sigmodon hirsutus,12/11/2002,9.186185,-79.561841,virus: Orthohantavirus
Sigmodon hirsutus,7/26/2002,7.590406,-80.348864,virus: Orthohantavirus
Sigmodon hirsutus,7/27/2002,7.590406,-80.348864,virus: Orthohantavirus
Sigmodon hirsutus,7/28/2002,7.590406,-80.348864,virus: Orthohantavirus
Oligoryzomys costaricensis,9/28/2002,7.45,-80.35,virus: Orthohantavirus
Zygodontomys brevicauda,10/29/2002,7.415878,-80.448039,virus: Orthohantavirus
Zygodontomys brevicauda,10/29/2002,7.415878,-80.448039,virus: Orthohantavirus
Zygodontomys brevicauda,12/7/2002,7.4,-80.316667,virus: Orthohantavirus
Zygodontomys brevicauda,12/7/2002,7.4,-80.316667,virus: Orthohantavirus
Oligoryzomys costaricensis,1/8/2003,7.446993,-80.347836,virus: Orthohantavirus
Oligoryzomys costaricensis,1/8/2003,7.446993,-80.347836,virus: Orthohantavirus
Zygodontomys brevicauda,1/8/2003,7.446993,-80.347836,virus: Orthohantavirus
Zygodontomys brevicauda,1/8/2003,7.446993,-80.347836,virus: Orthohantavirus
Zygodontomys brevicauda,1/8/2003,7.446993,-80.347836,virus: Orthohantavirus
Zygodontomys brevicauda,1/9/2003,7.446993,-80.347836,virus: Orthohantavirus
Zygodontomys brevicauda,1/9/2003,7.446993,-80.347836,virus: Orthohantavirus
Zygodontomys brevicauda,1/9/2003,7.446993,-80.347836,virus: Orthohantavirus
Zygodontomys brevicauda,1/9/2003,7.446993,-80.347836,virus: Orthohantavirus
Zygodontomys brevicauda,1/9/2003,7.446993,-80.347836,virus: Orthohantavirus
Zygodontomys brevicauda,1/9/2003,7.446993,-80.347836,virus: Orthohantavirus
Oligoryzomys costaricensis,1/10/2003,7.446993,-80.347836,virus: Orthohantavirus
Oligoryzomys costaricensis,1/10/2003,7.446993,-80.347836,virus: Orthohantavirus
Oligoryzomys costaricensis,1/10/2003,7.446993,-80.347836,virus: Orthohantavirus
Oligoryzomys costaricensis,1/10/2003,7.446993,-80.347836,virus: Orthohantavirus
Oligoryzomys costaricensis,1/10/2003,7.446993,-80.347836,virus: Orthohantavirus
Oligoryzomys costaricensis,1/10/2003,7.446993,-80.347836,virus: Orthohantavirus
Zygodontomys brevicauda,1/10/2003,7.446993,-80.347836,virus: Orthohantavirus
Zygodontomys brevicauda,1/10/2003,7.446993,-80.347836,virus: Orthohantavirus
Zygodontomys brevicauda,1/10/2003,7.446993,-80.347836,virus: Orthohantavirus
Oligoryzomys costaricensis,1/10/2003,7.446993,-80.347836,virus: Orthohantavirus
Zygodontomys brevicauda,1/10/2003,7.446993,-80.347836,virus: Orthohantavirus
Oligoryzomys costaricensis,1/29/2003,7.416667,-80.466667,virus: Orthohantavirus
Zygodontomys brevicauda,1/29/2003,7.416667,-80.466667,virus: Orthohantavirus
Oligoryzomys costaricensis,1/30/2003,7.416667,-80.466667,virus: Orthohantavirus
Oligoryzomys costaricensis,1/30/2003,7.416667,-80.466667,virus: Orthohantavirus
Oligoryzomys costaricensis,1/30/2003,7.416667,-80.466667,virus: Orthohantavirus
Zygodontomys brevicauda,1/30/2003,7.416667,-80.466667,virus: Orthohantavirus
Oligoryzomys costaricensis,1/31/2003,7.416667,-80.466667,virus: Orthohantavirus
Oligoryzomys costaricensis,1/31/2003,7.416667,-80.466667,virus: Orthohantavirus
Sigmodon hirsutus,2/6/2003,7.403711,-80.454533,virus: Orthohantavirus
Zygodontomys brevicauda,2/19/2003,7.55,-80.683333,virus: Orthohantavirus
Zygodontomys brevicauda,2/19/2003,7.55,-80.683333,virus: Orthohantavirus
Zygodontomys brevicauda,2/19/2003,7.55,-80.683333,virus: Orthohantavirus
Zygodontomys brevicauda,2/19/2003,7.55,-80.683333,virus: Orthohantavirus
Zygodontomys brevicauda,2/19/2003,7.55,-80.683333,virus: Orthohantavirus
Zygodontomys brevicauda,2/20/2003,7.55,-80.683333,virus: Orthohantavirus
Zygodontomys brevicauda,2/20/2003,7.55,-80.683333,virus: Orthohantavirus
Zygodontomys brevicauda,2/20/2003,7.55,-80.683333,virus: Orthohantavirus
Zygodontomys brevicauda,2/20/2003,7.55,-80.683333,virus: Orthohantavirus
Zygodontomys brevicauda,2/20/2003,7.55,-80.683333,virus: Orthohantavirus
Zygodontomys brevicauda,2/20/2003,7.446993,-80.347836,virus: Orthohantavirus
Zygodontomys brevicauda,2/20/2003,7.446993,-80.347836,virus: Orthohantavirus
Zygodontomys brevicauda,2/21/2003,7.446993,-80.347836,virus: Orthohantavirus
Zygodontomys brevicauda,2/21/2003,7.446993,-80.347836,virus: Orthohantavirus
Zygodontomys brevicauda,2/21/2003,7.446993,-80.347836,virus: Orthohantavirus
Oligoryzomys costaricensis,4/2/2003,7.412112,-80.316,virus: Orthohantavirus
Zygodontomys brevicauda,4/1/2003,7.412112,-80.316,virus: Orthohantavirus
Zygodontomys brevicauda,4/1/2003,7.412112,-80.316,virus: Orthohantavirus
Oligoryzomys costaricensis,4/2/2003,7.412112,-80.316,virus: Orthohantavirus
Zygodontomys brevicauda,4/3/2003,7.412112,-80.316,virus: Orthohantavirus
Zygodontomys brevicauda,4/3/2003,7.412112,-80.316,virus: Orthohantavirus
Oligoryzomys costaricensis,4/22/2003,7.446993,-80.347836,virus: Orthohantavirus
Zygodontomys brevicauda,4/22/2003,7.446993,-80.347836,virus: Orthohantavirus
Zygodontomys brevicauda,4/22/2003,7.446993,-80.347836,virus: Orthohantavirus
Oligoryzomys costaricensis,4/23/2003,7.446993,-80.347836,virus: Orthohantavirus
Zygodontomys brevicauda,4/23/2003,7.446993,-80.347836,virus: Orthohantavirus
Zygodontomys brevicauda,4/23/2003,7.446993,-80.347836,virus: Orthohantavirus
Zygodontomys brevicauda,4/24/2003,7.446993,-80.347836,virus: Orthohantavirus
Zygodontomys brevicauda,4/25/2003,7.446993,-80.347836,virus: Orthohantavirus
Zygodontomys brevicauda,4/26/2003,7.446993,-80.347836,virus: Orthohantavirus
Zygodontomys brevicauda,4/27/2003,7.446993,-80.347836,virus: Orthohantavirus
Zygodontomys brevicauda,4/27/2003,7.446993,-80.347836,virus: Orthohantavirus
Zygodontomys brevicauda,4/27/2003,7.446993,-80.347836,virus: Orthohantavirus
Zygodontomys brevicauda,4/27/2003,7.446993,-80.347836,virus: Orthohantavirus
Zygodontomys brevicauda,4/27/2003,7.446993,-80.347836,virus: Orthohantavirus
Zygodontomys brevicauda,4/27/2003,7.446993,-80.347836,virus: Orthohantavirus
Zygodontomys brevicauda,4/27/2003,7.446993,-80.347836,virus: Orthohantavirus
Sigmodon hirsutus,4/29/2003,7.446993,-80.347836,virus: Orthohantavirus
Zygodontomys brevicauda,4/29/2003,7.446993,-80.347836,virus: Orthohantavirus
Zygodontomys brevicauda,4/29/2003,7.446993,-80.347836,virus: Orthohantavirus
Sigmodon hirsutus,4/29/2003,7.446993,-80.347836,virus: Orthohantavirus
Zygodontomys brevicauda,4/29/2003,7.446993,-80.347836,virus: Orthohantavirus
Zygodontomys brevicauda,5/9/2003,7.412112,-80.316,virus: Orthohantavirus
Sigmodon hirsutus,5/21/2003,7.590406,-80.348864,virus: Orthohantavirus
Zygodontomys brevicauda,5/21/2003,7.590406,-80.348864,virus: Orthohantavirus
Sigmodon hirsutus,5/21/2003,7.590406,-80.348864,virus: Orthohantavirus
Sigmodon hirsutus,5/21/2003,7.590406,-80.348864,virus: Orthohantavirus
Sigmodon hirsutus,5/21/2003,7.590406,-80.348864,virus: Orthohantavirus
Sigmodon hirsutus,5/21/2003,7.590406,-80.348864,virus: Orthohantavirus
Sigmodon hirsutus,5/21/2003,7.590406,-80.348864,virus: Orthohantavirus
Sigmodon hirsutus,5/21/2003,7.590406,-80.348864,virus: Orthohantavirus
Sigmodon hirsutus,5/21/2003,7.590406,-80.348864,virus: Orthohantavirus
Zygodontomys brevicauda,5/21/2003,7.590406,-80.348864,virus: Orthohantavirus
Sigmodon hirsutus,5/21/2003,7.590406,-80.348864,virus: Orthohantavirus
Sigmodon hirsutus,5/21/2003,7.590406,-80.348864,virus: Orthohantavirus
Sigmodon hirsutus,5/22/2003,7.590406,-80.348864,virus: Orthohantavirus
Sigmodon hirsutus,5/22/2003,7.590406,-80.348864,virus: Orthohantavirus
Zygodontomys brevicauda,7/9/2003,7.446993,-80.347836,virus: Orthohantavirus
Zygodontomys brevicauda,7/9/2003,7.446993,-80.347836,virus: Orthohantavirus
Zygodontomys brevicauda,7/9/2003,7.446993,-80.347836,virus: Orthohantavirus
Zygodontomys brevicauda,7/9/2003,7.446993,-80.347836,virus: Orthohantavirus
Zygodontomys brevicauda,7/11/2003,7.446993,-80.347836,virus: Orthohantavirus
Zygodontomys brevicauda,7/16/2003,7.416667,-80.466667,virus: Orthohantavirus
Oligoryzomys costaricensis,7/16/2003,7.416667,-80.466667,virus: Orthohantavirus
Oligoryzomys costaricensis,7/16/2003,7.416667,-80.466667,virus: Orthohantavirus
Zygodontomys brevicauda,7/16/2003,7.416667,-80.466667,virus: Orthohantavirus
Zygodontomys brevicauda,7/17/2003,7.416667,-80.466667,virus: Orthohantavirus
Zygodontomys brevicauda,7/18/2003,7.416667,-80.466667,virus: Orthohantavirus
Zygodontomys brevicauda,7/18/2003,7.416667,-80.466667,virus: Orthohantavirus
Zygodontomys brevicauda,7/18/2003,7.416667,-80.466667,virus: Orthohantavirus
Zygodontomys brevicauda,7/18/2003,7.416667,-80.466667,virus: Orthohantavirus
Zygodontomys brevicauda,8/27/2003,7.446993,-80.347836,virus: Orthohantavirus
Zygodontomys brevicauda,8/27/2003,7.446993,-80.347836,virus: Orthohantavirus
Oligoryzomys costaricensis,8/28/2003,7.446993,-80.347836,virus: Orthohantavirus
Zygodontomys brevicauda,8/28/2003,7.446993,-80.347836,virus: Orthohantavirus
Oligoryzomys costaricensis,8/28/2003,7.446993,-80.347836,virus: Orthohantavirus
Zygodontomys brevicauda,8/28/2003,7.446993,-80.347836,virus: Orthohantavirus
Zygodontomys brevicauda,8/28/2003,7.446993,-80.347836,virus: Orthohantavirus
Zygodontomys brevicauda,8/28/2003,7.446993,-80.347836,virus: Orthohantavirus
Zygodontomys brevicauda,8/29/2003,7.446993,-80.347836,virus: Orthohantavirus
Zygodontomys brevicauda,8/29/2003,7.446993,-80.347836,virus: Orthohantavirus
Zygodontomys brevicauda,8/29/2003,7.446993,-80.347836,virus: Orthohantavirus
Zygodontomys brevicauda,9/3/2003,7.4,-80.45,virus: Orthohantavirus
Zygodontomys brevicauda,9/3/2003,7.4,-80.45,virus: Orthohantavirus
Zygodontomys brevicauda,9/3/2003,7.4,-80.45,virus: Orthohantavirus
Zygodontomys brevicauda,9/3/2003,7.4,-80.45,virus: Orthohantavirus
Zygodontomys brevicauda,9/3/2003,7.4,-80.45,virus: Orthohantavirus
Zygodontomys brevicauda,9/3/2003,7.4,-80.45,virus: Orthohantavirus
Zygodontomys brevicauda,9/3/2003,7.4,-80.45,virus: Orthohantavirus
Zygodontomys brevicauda,9/3/2003,7.4,-80.45,virus: Orthohantavirus
Zygodontomys brevicauda,9/4/2003,7.4,-80.45,virus: Orthohantavirus
Zygodontomys brevicauda,9/4/2003,7.4,-80.45,virus: Orthohantavirus
Zygodontomys brevicauda,9/4/2003,7.4,-80.45,virus: Orthohantavirus
Oligoryzomys costaricensis,9/9/2003,7.466667,-80,virus: Orthohantavirus
Oligoryzomys costaricensis,9/9/2003,7.466667,-80,virus: Orthohantavirus
Zygodontomys brevicauda,9/9/2003,7.466667,-80,virus: Orthohantavirus
Liomys adspersus,9/10/2003,7.446993,-80.347836,
Zygodontomys brevicauda,9/10/2003,7.446993,-80.347836,virus: Orthohantavirus
Zygodontomys brevicauda,9/12/2003,7.446993,-80.347836,virus: Orthohantavirus
Zygodontomys brevicauda,9/24/2003,7.412112,-80.316,virus: Orthohantavirus
Zygodontomys brevicauda,9/26/2003,7.412112,-80.316,virus: Orthohantavirus
Zygodontomys brevicauda,9/26/2003,7.412112,-80.316,virus: Orthohantavirus
Zygodontomys brevicauda,10/1/2003,7.412112,-80.316,virus: Orthohantavirus
Oligoryzomys costaricensis,11/19/2003,7.666667,-80.25,virus: Orthohantavirus
Oligoryzomys costaricensis,11/20/2003,7.666667,-80.25,virus: Orthohantavirus
Oligoryzomys costaricensis,11/21/2003,7.666667,-80.25,virus: Orthohantavirus
Oligoryzomys costaricensis,11/23/2003,7.666667,-80.25,virus: Orthohantavirus
Oligoryzomys costaricensis,11/23/2003,7.666667,-80.25,virus: Orthohantavirus
Zygodontomys brevicauda,12/4/2003,7.446993,-80.347836,virus: Orthohantavirus
Zygodontomys brevicauda,12/3/2003,7.446993,-80.347836,virus: Orthohantavirus
Oligoryzomys costaricensis,12/5/2003,7.466667,-80,virus: Orthohantavirus
Zygodontomys brevicauda,12/5/2003,7.466667,-80,virus: Orthohantavirus
Zygodontomys brevicauda,12/5/2003,7.466667,-80,virus: Orthohantavirus
Zygodontomys brevicauda,12/10/2003,7.446993,-80.347836,virus: Orthohantavirus
Zygodontomys brevicauda,12/11/2003,7.446993,-80.347836,virus: Orthohantavirus
Zygodontomys brevicauda,12/11/2003,7.446993,-80.347836,virus: Orthohantavirus
Zygodontomys brevicauda,1/24/2004,7.446993,-80.347836,virus: Orthohantavirus
Zygodontomys brevicauda,1/25/2004,7.446993,-80.347836,virus: Orthohantavirus
Zygodontomys brevicauda,1/26/2004,7.446993,-80.347836,virus: Orthohantavirus
Zygodontomys brevicauda,1/28/2004,7.446993,-80.347836,virus: Orthohantavirus
Zygodontomys brevicauda,2/17/2004,7.446993,-80.347836,virus: Orthohantavirus
Zygodontomys brevicauda,2/18/2004,7.446993,-80.347836,virus: Orthohantavirus
Zygodontomys brevicauda,2/18/2004,7.446993,-80.347836,virus: Orthohantavirus
Zygodontomys brevicauda,2/18/2004,7.446993,-80.347836,virus: Orthohantavirus
Oligoryzomys costaricensis,3/2/2004,7.666667,-80.25,virus: Orthohantavirus
Oligoryzomys costaricensis,3/2/2004,7.666667,-80.25,virus: Orthohantavirus
Oligoryzomys costaricensis,3/2/2004,7.666667,-80.25,virus: Orthohantavirus
Zygodontomys brevicauda,3/2/2004,7.683333,-80.166667,virus: Orthohantavirus
Oligoryzomys costaricensis,3/3/2004,7.666667,-80.25,virus: Orthohantavirus
Oligoryzomys costaricensis,3/3/2004,7.666667,-80.25,virus: Orthohantavirus
Oligoryzomys costaricensis,3/3/2004,7.666667,-80.25,virus: Orthohantavirus
Oligoryzomys costaricensis,3/3/2004,7.666667,-80.25,virus: Orthohantavirus
Oligoryzomys costaricensis,3/4/2004,7.666667,-80.25,virus: Orthohantavirus
Oligoryzomys costaricensis,3/4/2004,7.666667,-80.25,virus: Orthohantavirus
Sigmodon hirsutus,3/4/2004,7.666667,-80.25,virus: Orthohantavirus
Oligoryzomys costaricensis,3/5/2004,7.666667,-80.25,virus: Orthohantavirus
Oligoryzomys costaricensis,3/5/2004,7.666667,-80.25,virus: Orthohantavirus
Oligoryzomys costaricensis,3/6/2004,7.666667,-80.25,virus: Orthohantavirus
Oligoryzomys costaricensis,3/6/2004,7.666667,-80.25,virus: Orthohantavirus
Oligoryzomys costaricensis,3/6/2004,7.666667,-80.25,virus: Orthohantavirus
Oligoryzomys costaricensis,3/6/2004,7.666667,-80.25,virus: Orthohantavirus
Sigmodon hirsutus,3/7/2004,7.666667,-80.25,virus: Orthohantavirus
Sigmodon hirsutus,3/8/2004,7.666667,-80.25,virus: Orthohantavirus
Oligoryzomys costaricensis,3/8/2004,7.666667,-80.25,virus: Orthohantavirus
Oligoryzomys costaricensis,3/9/2004,7.666667,-80.25,virus: Orthohantavirus
Zygodontomys brevicauda,7/9/2003,7.48,-80.41,virus: Orthohantavirus
Zygodontomys brevicauda,7/9/2003,7.48,-80.41,virus: Orthohantavirus
Zygodontomys brevicauda,7/9/2003,7.48,-80.41,virus: Orthohantavirus
Sigmodon hirsutus,7/9/2003,7.48,-80.44,virus: Orthohantavirus
Zygodontomys brevicauda,7/9/2003,7.48,-80.44,virus: Orthohantavirus
Zygodontomys brevicauda,7/9/2003,7.48,-80.44,virus: Orthohantavirus
Zygodontomys brevicauda,7/9/2003,7.48,-80.44,virus: Orthohantavirus
Zygodontomys brevicauda,7/9/2003,7.49,-80.45,virus: Orthohantavirus
Zygodontomys brevicauda,7/9/2003,7.49,-80.45,virus: Orthohantavirus
Zygodontomys brevicauda,6/27/2003,7.48,-80.58,virus: Orthohantavirus
Zygodontomys brevicauda,6/28/2003,7.48,-80.58,virus: Orthohantavirus
Zygodontomys brevicauda,6/28/2003,7.48,-80.59,virus: Orthohantavirus
Zygodontomys brevicauda,6/29/2003,7.48,-80.56,virus: Orthohantavirus
Zygodontomys brevicauda,6/29/2003,7.48,-80.56,virus: Orthohantavirus
Zygodontomys brevicauda,7/10/2003,7.48,-80.41,virus: Orthohantavirus
Zygodontomys brevicauda,7/10/2003,7.48,-80.41,virus: Orthohantavirus
Zygodontomys brevicauda,7/10/2003,7.48,-80.44,virus: Orthohantavirus
Zygodontomys brevicauda,7/10/2003,7.48,-80.44,virus: Orthohantavirus
Zygodontomys brevicauda,7/10/2003,7.48,-80.44,virus: Orthohantavirus
Zygodontomys brevicauda,7/10/2003,7.49,-80.45,virus: Orthohantavirus
Zygodontomys brevicauda,7/10/2003,7.49,-80.45,virus: Orthohantavirus
Zygodontomys brevicauda,7/10/2003,7.49,-80.45,virus: Orthohantavirus
Zygodontomys brevicauda,7/10/2003,7.49,-80.45,virus: Orthohantavirus
Zygodontomys brevicauda,7/11/2003,7.48,-80.41,virus: Orthohantavirus
Zygodontomys brevicauda,7/11/2003,7.48,-80.41,virus: Orthohantavirus
Zygodontomys brevicauda,7/11/2003,7.48,-80.41,virus: Orthohantavirus
Zygodontomys brevicauda,7/11/2003,7.48,-80.41,virus: Orthohantavirus
Zygodontomys brevicauda,7/11/2003,7.48,-80.44,virus: Orthohantavirus
Zygodontomys brevicauda,7/11/2003,7.48,-80.44,virus: Orthohantavirus
Zygodontomys brevicauda,7/23/2003,7.43,-80.23,virus: Orthohantavirus
Zygodontomys brevicauda,7/23/2003,7.44,-80.27,virus: Orthohantavirus
Zygodontomys brevicauda,7/23/2003,7.45,-80.27,virus: Orthohantavirus
Zygodontomys brevicauda,7/24/2003,7.43,-80.23,virus: Orthohantavirus
Zygodontomys brevicauda,7/24/2003,7.43,-80.23,virus: Orthohantavirus
Zygodontomys brevicauda,7/24/2003,7.43,-80.23,virus: Orthohantavirus
Zygodontomys brevicauda,7/28/2003,7.48,-80.56,virus: Orthohantavirus
Zygodontomys brevicauda,7/28/2003,7.48,-80.58,virus: Orthohantavirus
Zygodontomys brevicauda,8/12/2003,7.48,-80.44,virus: Orthohantavirus
Zygodontomys brevicauda,8/12/2003,7.48,-80.44,virus: Orthohantavirus
Zygodontomys brevicauda,8/13/2003,7.49,-80.45,virus: Orthohantavirus
Oligoryzomys costaricensis,8/13/2003,7.49,-80.45,virus: Orthohantavirus
Zygodontomys brevicauda,8/13/2003,7.49,-80.45,virus: Orthohantavirus
Zygodontomys brevicauda,8/13/2003,7.48,-80.41,virus: Orthohantavirus
Zygodontomys brevicauda,8/13/2003,7.48,-80.41,virus: Orthohantavirus
Zygodontomys brevicauda,8/13/2003,7.48,-80.41,virus: Orthohantavirus
Zygodontomys brevicauda,7/24/2003,7.45,-80.27,virus: Orthohantavirus
Zygodontomys brevicauda,8/13/2003,7.49,-80.45,virus: Orthohantavirus
Zygodontomys brevicauda,8/13/2003,7.48,-80.41,virus: Orthohantavirus
Zygodontomys brevicauda,8/26/2003,7.43,-80.23,virus: Orthohantavirus
Zygodontomys brevicauda,9/3/2003,7.48,-80.58,virus: Orthohantavirus
Sigmodon hirsutus,9/11/2003,7.49,-80.45,virus: Orthohantavirus
Zygodontomys brevicauda,8/27/2003,7.44,-80.27,virus: Orthohantavirus
Zygodontomys brevicauda,8/28/2003,7.43,-80.23,virus: Orthohantavirus
Zygodontomys brevicauda,8/28/2003,7.43,-80.23,virus: Orthohantavirus
Zygodontomys brevicauda,9/2/2003,7.48,-80.58,virus: Orthohantavirus
Transandinomys talamancae,9/2/2003,7.48,-80.59,virus: Orthohantavirus
Zygodontomys brevicauda,9/11/2003,7.49,-80.45,virus: Orthohantavirus
Zygodontomys brevicauda,9/11/2003,7.49,-80.45,virus: Orthohantavirus
Zygodontomys brevicauda,9/11/2003,7.49,-80.45,virus: Orthohantavirus
Zygodontomys brevicauda,9/11/2003,7.48,-80.41,virus: Orthohantavirus
Zygodontomys brevicauda,9/12/2003,7.48,-80.41,virus: Orthohantavirus
Zygodontomys brevicauda,9/12/2003,7.48,-80.41,virus: Orthohantavirus
Zygodontomys brevicauda,9/12/2003,7.49,-80.45,virus: Orthohantavirus
Sigmodon hirsutus,9/12/2003,7.49,-80.45,virus: Orthohantavirus
Zygodontomys brevicauda,9/13/2003,7.48,-80.41,virus: Orthohantavirus
Sigmodon hirsutus,9/13/2003,7.49,-80.45,virus: Orthohantavirus
Zygodontomys brevicauda,9/13/2003,7.49,-80.45,virus: Orthohantavirus
Zygodontomys brevicauda,9/13/2003,7.49,-80.45,virus: Orthohantavirus
Zygodontomys brevicauda,11/19/2003,7.43,-80.23,virus: Orthohantavirus
Sigmodon hirsutus,9/19/2003,7.49,-80.4,virus: Orthohantavirus
Sigmodon hirsutus,9/19/2003,7.49,-80.39,virus: Orthohantavirus
Sigmodon hirsutus,9/20/2003,7.48,-80.39,virus: Orthohantavirus
Zygodontomys brevicauda,9/24/2003,7.43,-80.23,virus: Orthohantavirus
Sigmodon hirsutus,9/24/2003,7.45,-80.27,virus: Orthohantavirus
Sigmodon hirsutus,9/25/2003,7.45,-80.27,virus: Orthohantavirus
Sigmodon hirsutus,9/25/2003,7.45,-80.27,virus: Orthohantavirus
Sigmodon hirsutus,9/25/2003,7.44,-80.27,virus: Orthohantavirus
Zygodontomys brevicauda,9/24/2003,7.46,-80.26,virus: Orthohantavirus
Sigmodon hirsutus,9/26/2003,7.43,-80.23,virus: Orthohantavirus
Sigmodon hirsutus,9/26/2003,7.43,-80.23,virus: Orthohantavirus
Zygodontomys brevicauda,9/26/2003,7.43,-80.23,virus: Orthohantavirus
Zygodontomys brevicauda,9/26/2003,7.43,-80.23,virus: Orthohantavirus
Sigmodon hirsutus,9/26/2003,7.46,-80.26,virus: Orthohantavirus
Sigmodon hirsutus,9/30/2003,7.48,-80.59,virus: Orthohantavirus
Zygodontomys brevicauda,9/30/2003,7.48,-80.59,virus: Orthohantavirus
Zygodontomys brevicauda,9/30/2003,7.48,-80.56,virus: Orthohantavirus
Zygodontomys brevicauda,10/2/2003,7.48,-80.56,virus: Orthohantavirus
Zygodontomys brevicauda,10/2/2003,7.48,-80.58,virus: Orthohantavirus
Zygodontomys brevicauda,10/7/2003,7.48,-80.41,virus: Orthohantavirus
Zygodontomys brevicauda,10/7/2003,7.48,-80.41,virus: Orthohantavirus
Zygodontomys brevicauda,10/7/2003,7.49,-80.45,virus: Orthohantavirus
Sigmodon hirsutus,9/24/2003,7.44,-80.27,virus: Orthohantavirus
Zygodontomys brevicauda,10/8/2003,7.49,-80.45,virus: Orthohantavirus
Zygodontomys brevicauda,10/17/2003,7.48,-80.39,virus: Orthohantavirus
Zygodontomys brevicauda,10/7/2003,7.49,-80.45,virus: Orthohantavirus
Zygodontomys brevicauda,10/7/2003,7.48,-80.44,virus: Orthohantavirus
Sigmodon hirsutus,10/8/2003,7.48,-80.41,virus: Orthohantavirus
Zygodontomys brevicauda,10/8/2003,7.48,-80.41,virus: Orthohantavirus
Zygodontomys brevicauda,10/8/2003,7.48,-80.41,virus: Orthohantavirus
Zygodontomys brevicauda,10/8/2003,7.48,-80.41,virus: Orthohantavirus
Sigmodon hirsutus,10/8/2003,7.49,-80.45,virus: Orthohantavirus
Zygodontomys brevicauda,10/9/2003,7.48,-80.41,virus: Orthohantavirus
Zygodontomys brevicauda,10/9/2003,7.48,-80.44,virus: Orthohantavirus
Liomys adspersus,10/21/2003,7.43,-80.23,
Zygodontomys brevicauda,10/30/2003,7.48,-80.59,virus: Orthohantavirus
